path,s_X,s_Y,e_X,e_Y
/opt/ml/input/data/train/images/001626_female_Asian_58/mask2.jpg,116,154,268,350
/opt/ml/input/data/train/images/001628_female_Asian_55/mask1.jpg,109,130,271,356
/opt/ml/input/data/train/images/001628_female_Asian_55/mask4.jpg,104,133,266,349
/opt/ml/input/data/train/images/001628_female_Asian_55/normal.jpg,107,144,262,349
/opt/ml/input/data/train/images/001628_female_Asian_55/mask5.jpg,102,148,261,367
/opt/ml/input/data/train/images/001628_female_Asian_55/incorrect_mask.jpg,112,134,268,347
/opt/ml/input/data/train/images/001628_female_Asian_55/mask3.jpg,116,136,275,346
/opt/ml/input/data/train/images/001628_female_Asian_55/mask2.jpg,107,141,265,351
/opt/ml/input/data/train/images/001629_female_Asian_42/mask1.jpg,106,148,281,352
/opt/ml/input/data/train/images/001629_female_Asian_42/mask4.jpg,106,150,276,369
/opt/ml/input/data/train/images/001629_female_Asian_42/normal.jpg,104,139,282,371
/opt/ml/input/data/train/images/001629_female_Asian_42/mask5.jpg,108,129,290,361
/opt/ml/input/data/train/images/001629_female_Asian_42/incorrect_mask.jpg,92,152,263,379
/opt/ml/input/data/train/images/001629_female_Asian_42/mask3.jpg,113,148,284,382
/opt/ml/input/data/train/images/001629_female_Asian_42/mask2.jpg,112,148,281,369
/opt/ml/input/data/train/images/001630-1_female_Asian_34/mask1.jpg,89,118,274,381
/opt/ml/input/data/train/images/001630-1_female_Asian_34/mask4.jpg,86,122,272,386
/opt/ml/input/data/train/images/001630-1_female_Asian_34/normal.jpg,94,117,269,354
/opt/ml/input/data/train/images/001630-1_female_Asian_34/mask5.jpg,80,121,270,371
/opt/ml/input/data/train/images/001630-1_female_Asian_34/incorrect_mask.jpg,92,118,269,365
/opt/ml/input/data/train/images/001630-1_female_Asian_34/mask3.jpg,82,119,274,385
/opt/ml/input/data/train/images/001630-1_female_Asian_34/mask2.jpg,79,123,256,370
/opt/ml/input/data/train/images/001631_female_Asian_58/mask1.jpg,113,151,276,378
/opt/ml/input/data/train/images/001631_female_Asian_58/mask4.jpg,110,142,274,369
/opt/ml/input/data/train/images/001631_female_Asian_58/normal.jpg,108,153,270,372
/opt/ml/input/data/train/images/001631_female_Asian_58/mask5.jpg,103,154,270,365
/opt/ml/input/data/train/images/001631_female_Asian_58/incorrect_mask.jpg,119,147,282,367
/opt/ml/input/data/train/images/001631_female_Asian_58/mask3.jpg,104,148,272,369
/opt/ml/input/data/train/images/001631_female_Asian_58/mask2.jpg,110,155,274,364
/opt/ml/input/data/train/images/001632_female_Asian_58/mask1.jpg,104,155,274,383
/opt/ml/input/data/train/images/001632_female_Asian_58/mask4.jpg,101,151,270,384
/opt/ml/input/data/train/images/001632_female_Asian_58/normal.jpg,110,150,272,383
/opt/ml/input/data/train/images/001632_female_Asian_58/mask5.jpg,117,170,280,390
/opt/ml/input/data/train/images/001632_female_Asian_58/incorrect_mask.jpg,103,158,263,361
/opt/ml/input/data/train/images/001632_female_Asian_58/mask3.jpg,97,145,271,387
/opt/ml/input/data/train/images/001632_female_Asian_58/mask2.jpg,117,158,282,401
/opt/ml/input/data/train/images/001633_female_Asian_58/mask1.jpg,103,155,257,361
/opt/ml/input/data/train/images/001633_female_Asian_58/mask4.jpg,97,153,263,371
/opt/ml/input/data/train/images/001633_female_Asian_58/normal.jpg,110,159,261,361
/opt/ml/input/data/train/images/001633_female_Asian_58/mask5.jpg,105,161,273,365
/opt/ml/input/data/train/images/001633_female_Asian_58/incorrect_mask.jpg,105,151,263,358
/opt/ml/input/data/train/images/001633_female_Asian_58/mask3.jpg,103,145,270,367
/opt/ml/input/data/train/images/001633_female_Asian_58/mask2.jpg,107,157,268,367
/opt/ml/input/data/train/images/001635_male_Asian_45/mask1.jpg,106,129,272,362
/opt/ml/input/data/train/images/001635_male_Asian_45/mask4.jpg,104,121,275,353
/opt/ml/input/data/train/images/001635_male_Asian_45/normal.jpg,103,130,269,358
/opt/ml/input/data/train/images/001635_male_Asian_45/mask5.jpg,103,122,271,349
/opt/ml/input/data/train/images/001635_male_Asian_45/incorrect_mask.jpg,110,139,273,370
/opt/ml/input/data/train/images/001635_male_Asian_45/mask3.jpg,113,132,276,357
/opt/ml/input/data/train/images/001635_male_Asian_45/mask2.jpg,116,131,281,363
/opt/ml/input/data/train/images/001636_male_Asian_28/mask1.jpg,105,131,282,356
/opt/ml/input/data/train/images/001636_male_Asian_28/mask4.jpg,104,146,279,374
/opt/ml/input/data/train/images/001636_male_Asian_28/normal.jpg,103,145,269,363
/opt/ml/input/data/train/images/001636_male_Asian_28/mask5.jpg,91,155,275,360
/opt/ml/input/data/train/images/001636_male_Asian_28/incorrect_mask.jpg,94,131,261,361
/opt/ml/input/data/train/images/001636_male_Asian_28/mask3.jpg,98,147,272,368
/opt/ml/input/data/train/images/001636_male_Asian_28/mask2.jpg,106,135,281,360
/opt/ml/input/data/train/images/001637_female_Asian_34/mask1.jpg,107,158,267,383
/opt/ml/input/data/train/images/001637_female_Asian_34/mask4.jpg,111,162,270,380
/opt/ml/input/data/train/images/001637_female_Asian_34/normal.jpg,103,161,260,367
/opt/ml/input/data/train/images/001637_female_Asian_34/mask5.jpg,116,162,273,381
/opt/ml/input/data/train/images/001637_female_Asian_34/incorrect_mask.jpg,101,159,259,370
/opt/ml/input/data/train/images/001637_female_Asian_34/mask3.jpg,106,162,262,379
/opt/ml/input/data/train/images/001637_female_Asian_34/mask2.jpg,108,165,264,375
/opt/ml/input/data/train/images/001638_male_Asian_35/mask1.jpg,111,154,267,370
/opt/ml/input/data/train/images/001638_male_Asian_35/mask4.jpg,101,163,263,377
/opt/ml/input/data/train/images/001638_male_Asian_35/normal.jpg,106,153,259,363
/opt/ml/input/data/train/images/001638_male_Asian_35/mask5.jpg,111,170,266,382
/opt/ml/input/data/train/images/001638_male_Asian_35/incorrect_mask.jpg,107,152,261,359
/opt/ml/input/data/train/images/001638_male_Asian_35/mask3.jpg,104,162,266,368
/opt/ml/input/data/train/images/001638_male_Asian_35/mask2.jpg,111,161,266,375
/opt/ml/input/data/train/images/001639_male_Asian_18/mask1.jpg,109,155,264,377
/opt/ml/input/data/train/images/001639_male_Asian_18/mask4.jpg,116,160,275,381
/opt/ml/input/data/train/images/001639_male_Asian_18/normal.jpg,106,157,257,371
/opt/ml/input/data/train/images/001639_male_Asian_18/mask5.jpg,110,157,283,375
/opt/ml/input/data/train/images/001639_male_Asian_18/incorrect_mask.jpg,115,163,264,371
/opt/ml/input/data/train/images/001639_male_Asian_18/mask3.jpg,107,165,261,380
/opt/ml/input/data/train/images/001639_male_Asian_18/mask2.jpg,115,163,265,373
/opt/ml/input/data/train/images/001640_male_Asian_18/mask1.jpg,100,165,265,389
/opt/ml/input/data/train/images/001640_male_Asian_18/mask4.jpg,97,149,261,367
/opt/ml/input/data/train/images/001640_male_Asian_18/normal.jpg,103,150,256,356
/opt/ml/input/data/train/images/001640_male_Asian_18/mask5.jpg,111,167,266,382
/opt/ml/input/data/train/images/001640_male_Asian_18/incorrect_mask.jpg,109,158,263,367
/opt/ml/input/data/train/images/001640_male_Asian_18/mask3.jpg,113,148,277,366
/opt/ml/input/data/train/images/001640_male_Asian_18/mask2.jpg,103,177,264,403
/opt/ml/input/data/train/images/001641_male_Asian_18/mask1.jpg,110,141,264,355
/opt/ml/input/data/train/images/001641_male_Asian_18/mask4.jpg,102,166,257,367
/opt/ml/input/data/train/images/001641_male_Asian_18/normal.jpg,114,147,266,346
/opt/ml/input/data/train/images/001641_male_Asian_18/mask5.jpg,104,164,256,359
/opt/ml/input/data/train/images/001641_male_Asian_18/incorrect_mask.jpg,116,153,264,349
/opt/ml/input/data/train/images/001641_male_Asian_18/mask3.jpg,113,158,265,369
/opt/ml/input/data/train/images/001641_male_Asian_18/mask2.jpg,120,158,270,360
/opt/ml/input/data/train/images/001643_female_Asian_21/mask1.jpg,111,138,303,430
/opt/ml/input/data/train/images/001643_female_Asian_21/mask4.jpg,94,132,291,422
/opt/ml/input/data/train/images/001643_female_Asian_21/normal.jpg,104,152,278,390
/opt/ml/input/data/train/images/001643_female_Asian_21/mask5.jpg,78,137,286,395
/opt/ml/input/data/train/images/001643_female_Asian_21/incorrect_mask.jpg,88,141,282,404
/opt/ml/input/data/train/images/001643_female_Asian_21/mask3.jpg,93,129,288,414
/opt/ml/input/data/train/images/001643_female_Asian_21/mask2.jpg,91,125,290,448
/opt/ml/input/data/train/images/001644_male_Asian_22/mask1.jpg,87,81,311,416
/opt/ml/input/data/train/images/001644_male_Asian_22/mask4.jpg,73,110,289,402
/opt/ml/input/data/train/images/001644_male_Asian_22/normal.jpg,101,94,303,375
/opt/ml/input/data/train/images/001644_male_Asian_22/mask5.jpg,72,105,288,373
/opt/ml/input/data/train/images/001644_male_Asian_22/incorrect_mask.jpg,80,89,289,387
/opt/ml/input/data/train/images/001644_male_Asian_22/mask3.jpg,87,94,302,394
/opt/ml/input/data/train/images/001644_male_Asian_22/mask2.jpg,87,89,300,389
/opt/ml/input/data/train/images/001645-1_female_Asian_26/mask1.jpg,84,110,290,440
/opt/ml/input/data/train/images/001645-1_female_Asian_26/mask4.jpg,99,125,300,445
/opt/ml/input/data/train/images/001645-1_female_Asian_26/normal.jpg,94,131,285,415
/opt/ml/input/data/train/images/001645-1_female_Asian_26/mask5.jpg,91,125,292,394
/opt/ml/input/data/train/images/001645-1_female_Asian_26/incorrect_mask.jpg,94,128,289,400
/opt/ml/input/data/train/images/001645-1_female_Asian_26/mask3.jpg,94,117,295,434
/opt/ml/input/data/train/images/001645-1_female_Asian_26/mask2.jpg,83,119,296,451
/opt/ml/input/data/train/images/001646_female_Asian_22/mask1.jpg,77,122,294,448
/opt/ml/input/data/train/images/001646_female_Asian_22/mask4.jpg,74,131,297,461
/opt/ml/input/data/train/images/001646_female_Asian_22/normal.jpg,93,126,307,436
/opt/ml/input/data/train/images/001646_female_Asian_22/mask5.jpg,61,124,299,452
/opt/ml/input/data/train/images/001646_female_Asian_22/incorrect_mask.jpg,91,124,305,443
/opt/ml/input/data/train/images/001646_female_Asian_22/mask3.jpg,70,129,297,451
/opt/ml/input/data/train/images/001646_female_Asian_22/mask2.jpg,81,121,305,472
/opt/ml/input/data/train/images/001647_male_Asian_46/mask1.jpg,107,147,277,372
/opt/ml/input/data/train/images/001647_male_Asian_46/mask4.jpg,119,154,289,375
/opt/ml/input/data/train/images/001647_male_Asian_46/normal.jpg,108,150,269,365
/opt/ml/input/data/train/images/001647_male_Asian_46/mask5.jpg,98,162,268,391
/opt/ml/input/data/train/images/001647_male_Asian_46/incorrect_mask.jpg,114,146,283,366
/opt/ml/input/data/train/images/001647_male_Asian_46/mask3.jpg,109,160,284,388
/opt/ml/input/data/train/images/001647_male_Asian_46/mask2.jpg,109,145,282,375
/opt/ml/input/data/train/images/001647-1_female_Asian_56/mask1.jpg,118,136,301,393
/opt/ml/input/data/train/images/001647-1_female_Asian_56/mask4.jpg,118,134,293,364
/opt/ml/input/data/train/images/001647-1_female_Asian_56/normal.jpg,112,142,281,367
/opt/ml/input/data/train/images/001647-1_female_Asian_56/mask5.jpg,82,144,261,365
/opt/ml/input/data/train/images/001647-1_female_Asian_56/incorrect_mask.jpg,113,135,285,364
/opt/ml/input/data/train/images/001647-1_female_Asian_56/mask3.jpg,117,133,298,381
/opt/ml/input/data/train/images/001647-1_female_Asian_56/mask2.jpg,117,137,288,379
/opt/ml/input/data/train/images/001648_male_Asian_50/mask1.jpg,115,125,286,351
/opt/ml/input/data/train/images/001648_male_Asian_50/mask4.jpg,108,147,284,372
/opt/ml/input/data/train/images/001648_male_Asian_50/normal.jpg,106,144,272,363
/opt/ml/input/data/train/images/001648_male_Asian_50/mask5.jpg,106,141,294,372
/opt/ml/input/data/train/images/001648_male_Asian_50/incorrect_mask.jpg,102,124,269,342
/opt/ml/input/data/train/images/001648_male_Asian_50/mask3.jpg,104,155,282,375
/opt/ml/input/data/train/images/001648_male_Asian_50/mask2.jpg,111,154,277,370
/opt/ml/input/data/train/images/001649_female_Asian_44/mask1.jpg,114,153,284,378
/opt/ml/input/data/train/images/001649_female_Asian_44/mask4.jpg,102,133,281,370
/opt/ml/input/data/train/images/001649_female_Asian_44/normal.jpg,104,123,269,344
/opt/ml/input/data/train/images/001649_female_Asian_44/mask5.jpg,109,152,281,372
/opt/ml/input/data/train/images/001649_female_Asian_44/incorrect_mask.jpg,105,122,278,348
/opt/ml/input/data/train/images/001649_female_Asian_44/mask3.jpg,103,149,270,368
/opt/ml/input/data/train/images/001649_female_Asian_44/mask2.jpg,107,152,274,370
/opt/ml/input/data/train/images/001650_female_Asian_49/mask1.jpg,105,165,252,365
/opt/ml/input/data/train/images/001650_female_Asian_49/mask4.jpg,102,158,271,382
/opt/ml/input/data/train/images/001650_female_Asian_49/normal.jpg,121,158,268,356
/opt/ml/input/data/train/images/001650_female_Asian_49/mask5.jpg,97,161,269,384
/opt/ml/input/data/train/images/001650_female_Asian_49/incorrect_mask.jpg,115,166,261,355
/opt/ml/input/data/train/images/001650_female_Asian_49/mask3.jpg,93,158,255,370
/opt/ml/input/data/train/images/001650_female_Asian_49/mask2.jpg,95,162,249,366
/opt/ml/input/data/train/images/001652_female_Asian_35/mask1.jpg,93,120,270,364
/opt/ml/input/data/train/images/001652_female_Asian_35/mask4.jpg,96,123,277,364
/opt/ml/input/data/train/images/001652_female_Asian_35/normal.jpg,100,128,273,362
/opt/ml/input/data/train/images/001652_female_Asian_35/mask5.jpg,105,123,280,351
/opt/ml/input/data/train/images/001652_female_Asian_35/incorrect_mask.jpg,104,136,272,356
/opt/ml/input/data/train/images/001652_female_Asian_35/mask3.jpg,93,132,272,360
/opt/ml/input/data/train/images/001652_female_Asian_35/mask2.jpg,95,128,270,357
/opt/ml/input/data/train/images/001653_female_Asian_36/mask1.jpg,96,145,264,378
/opt/ml/input/data/train/images/001653_female_Asian_36/mask4.jpg,92,141,266,371
/opt/ml/input/data/train/images/001653_female_Asian_36/normal.jpg,104,138,264,356
/opt/ml/input/data/train/images/001653_female_Asian_36/mask5.jpg,94,150,266,365
/opt/ml/input/data/train/images/001653_female_Asian_36/incorrect_mask.jpg,92,136,259,357
/opt/ml/input/data/train/images/001653_female_Asian_36/mask3.jpg,104,138,276,369
/opt/ml/input/data/train/images/001653_female_Asian_36/mask2.jpg,94,140,262,366
/opt/ml/input/data/train/images/001655_female_Asian_58/mask1.jpg,96,135,270,367
/opt/ml/input/data/train/images/001655_female_Asian_58/mask4.jpg,99,118,287,388
/opt/ml/input/data/train/images/001655_female_Asian_58/normal.jpg,106,129,279,373
/opt/ml/input/data/train/images/001655_female_Asian_58/mask5.jpg,92,108,282,373
/opt/ml/input/data/train/images/001655_female_Asian_58/incorrect_mask.jpg,103,136,275,365
/opt/ml/input/data/train/images/001655_female_Asian_58/mask3.jpg,103,121,288,388
/opt/ml/input/data/train/images/001655_female_Asian_58/mask2.jpg,100,122,282,375
/opt/ml/input/data/train/images/001656_female_Asian_60/mask1.jpg,94,131,268,361
/opt/ml/input/data/train/images/001656_female_Asian_60/mask4.jpg,104,129,279,367
/opt/ml/input/data/train/images/001656_female_Asian_60/normal.jpg,106,140,272,366
/opt/ml/input/data/train/images/001656_female_Asian_60/mask5.jpg,115,135,279,340
/opt/ml/input/data/train/images/001656_female_Asian_60/incorrect_mask.jpg,109,145,275,361
/opt/ml/input/data/train/images/001656_female_Asian_60/mask3.jpg,97,131,279,356
/opt/ml/input/data/train/images/001656_female_Asian_60/mask2.jpg,110,134,276,360
/opt/ml/input/data/train/images/001657_female_Asian_18/mask1.jpg,103,139,266,353
/opt/ml/input/data/train/images/001657_female_Asian_18/mask4.jpg,115,128,283,350
/opt/ml/input/data/train/images/001657_female_Asian_18/normal.jpg,106,140,271,363
/opt/ml/input/data/train/images/001657_female_Asian_18/mask5.jpg,109,134,273,346
/opt/ml/input/data/train/images/001657_female_Asian_18/incorrect_mask.jpg,110,139,267,360
/opt/ml/input/data/train/images/001657_female_Asian_18/mask3.jpg,111,132,281,350
/opt/ml/input/data/train/images/001657_female_Asian_18/mask2.jpg,102,141,265,362
/opt/ml/input/data/train/images/001658_female_Asian_19/mask1.jpg,110,135,269,360
/opt/ml/input/data/train/images/001658_female_Asian_19/mask4.jpg,106,145,274,376
/opt/ml/input/data/train/images/001658_female_Asian_19/normal.jpg,105,146,261,361
/opt/ml/input/data/train/images/001658_female_Asian_19/mask5.jpg,114,154,275,354
/opt/ml/input/data/train/images/001658_female_Asian_19/incorrect_mask.jpg,106,152,260,360
/opt/ml/input/data/train/images/001658_female_Asian_19/mask3.jpg,114,142,279,368
/opt/ml/input/data/train/images/001658_female_Asian_19/mask2.jpg,117,142,279,355
/opt/ml/input/data/train/images/001659_male_Asian_23/mask1.jpg,115,157,263,364
/opt/ml/input/data/train/images/001659_male_Asian_23/mask4.jpg,92,160,248,376
/opt/ml/input/data/train/images/001659_male_Asian_23/normal.jpg,101,152,257,355
/opt/ml/input/data/train/images/001659_male_Asian_23/mask5.jpg,108,159,260,371
/opt/ml/input/data/train/images/001659_male_Asian_23/incorrect_mask.jpg,114,159,265,363
/opt/ml/input/data/train/images/001659_male_Asian_23/mask3.jpg,119,165,273,381
/opt/ml/input/data/train/images/001659_male_Asian_23/mask2.jpg,113,157,261,357
/opt/ml/input/data/train/images/001660_female_Asian_18/mask1.jpg,98,152,261,370
/opt/ml/input/data/train/images/001660_female_Asian_18/mask4.jpg,87,149,249,355
/opt/ml/input/data/train/images/001660_female_Asian_18/normal.jpg,99,140,264,348
/opt/ml/input/data/train/images/001660_female_Asian_18/mask5.jpg,96,152,260,370
/opt/ml/input/data/train/images/001660_female_Asian_18/incorrect_mask.jpg,98,153,262,367
/opt/ml/input/data/train/images/001660_female_Asian_18/mask3.jpg,95,153,258,359
/opt/ml/input/data/train/images/001660_female_Asian_18/mask2.jpg,101,154,266,374
/opt/ml/input/data/train/images/001661_female_Asian_45/mask1.jpg,78,143,287,394
/opt/ml/input/data/train/images/001661_female_Asian_45/mask4.jpg,98,153,294,422
/opt/ml/input/data/train/images/001661_female_Asian_45/normal.jpg,78,140,278,399
/opt/ml/input/data/train/images/001661_female_Asian_45/mask5.jpg,96,146,290,384
/opt/ml/input/data/train/images/001661_female_Asian_45/incorrect_mask.jpg,83,136,296,459
/opt/ml/input/data/train/images/001661_female_Asian_45/mask3.jpg,95,154,289,405
/opt/ml/input/data/train/images/001661_female_Asian_45/mask2.jpg,88,151,291,427
/opt/ml/input/data/train/images/001662_female_Asian_30/mask1.jpg,108,123,278,364
/opt/ml/input/data/train/images/001662_female_Asian_30/mask4.jpg,117,129,281,364
/opt/ml/input/data/train/images/001662_female_Asian_30/normal.jpg,110,129,280,367
/opt/ml/input/data/train/images/001662_female_Asian_30/mask5.jpg,119,131,279,360
/opt/ml/input/data/train/images/001662_female_Asian_30/incorrect_mask.jpg,113,126,281,361
/opt/ml/input/data/train/images/001662_female_Asian_30/mask3.jpg,113,128,278,369
/opt/ml/input/data/train/images/001662_female_Asian_30/mask2.jpg,116,128,276,353
/opt/ml/input/data/train/images/001663_male_Asian_23/mask1.jpg,99,124,272,353
/opt/ml/input/data/train/images/001663_male_Asian_23/mask4.jpg,105,126,275,351
/opt/ml/input/data/train/images/001663_male_Asian_23/normal.jpg,106,135,272,362
/opt/ml/input/data/train/images/001663_male_Asian_23/mask5.jpg,100,127,272,341
/opt/ml/input/data/train/images/001663_male_Asian_23/incorrect_mask.jpg,102,136,274,364
/opt/ml/input/data/train/images/001663_male_Asian_23/mask3.jpg,95,132,269,362
/opt/ml/input/data/train/images/001663_male_Asian_23/mask2.jpg,111,133,277,341
/opt/ml/input/data/train/images/001664_female_Asian_51/mask1.jpg,92,125,272,361
/opt/ml/input/data/train/images/001664_female_Asian_51/mask4.jpg,92,123,274,371
/opt/ml/input/data/train/images/001664_female_Asian_51/normal.jpg,100,144,266,360
/opt/ml/input/data/train/images/001664_female_Asian_51/mask5.jpg,90,115,283,363
/opt/ml/input/data/train/images/001664_female_Asian_51/incorrect_mask.jpg,89,143,256,358
/opt/ml/input/data/train/images/001664_female_Asian_51/mask3.jpg,98,122,275,362
/opt/ml/input/data/train/images/001664_female_Asian_51/mask2.jpg,93,142,268,367
/opt/ml/input/data/train/images/001665_male_Asian_22/mask1.jpg,130,168,285,381
/opt/ml/input/data/train/images/001665_male_Asian_22/mask4.jpg,121,186,278,393
/opt/ml/input/data/train/images/001665_male_Asian_22/normal.jpg,122,172,280,380
/opt/ml/input/data/train/images/001665_male_Asian_22/mask5.jpg,116,182,272,400
/opt/ml/input/data/train/images/001665_male_Asian_22/incorrect_mask.jpg,120,166,273,380
/opt/ml/input/data/train/images/001665_male_Asian_22/mask3.jpg,119,183,277,393
/opt/ml/input/data/train/images/001665_male_Asian_22/mask2.jpg,121,172,283,376
/opt/ml/input/data/train/images/001666_female_Asian_45/mask1.jpg,93,136,282,384
/opt/ml/input/data/train/images/001666_female_Asian_45/mask4.jpg,94,135,287,393
/opt/ml/input/data/train/images/001666_female_Asian_45/normal.jpg,103,155,274,379
/opt/ml/input/data/train/images/001666_female_Asian_45/mask5.jpg,89,140,266,374
/opt/ml/input/data/train/images/001666_female_Asian_45/incorrect_mask.jpg,81,147,265,378
/opt/ml/input/data/train/images/001666_female_Asian_45/mask3.jpg,90,135,284,415
/opt/ml/input/data/train/images/001666_female_Asian_45/mask2.jpg,87,134,276,383
/opt/ml/input/data/train/images/001667_female_Asian_45/mask1.jpg,108,148,282,375
/opt/ml/input/data/train/images/001667_female_Asian_45/mask4.jpg,98,157,274,385
/opt/ml/input/data/train/images/001667_female_Asian_45/normal.jpg,113,165,277,382
/opt/ml/input/data/train/images/001667_female_Asian_45/mask5.jpg,99,126,268,347
/opt/ml/input/data/train/images/001667_female_Asian_45/incorrect_mask.jpg,112,155,275,378
/opt/ml/input/data/train/images/001667_female_Asian_45/mask3.jpg,103,151,283,400
/opt/ml/input/data/train/images/001667_female_Asian_45/mask2.jpg,117,166,289,396
/opt/ml/input/data/train/images/001668_female_Asian_48/mask1.jpg,97,150,250,356
/opt/ml/input/data/train/images/001668_female_Asian_48/mask4.jpg,101,149,261,354
/opt/ml/input/data/train/images/001668_female_Asian_48/normal.jpg,111,160,261,363
/opt/ml/input/data/train/images/001668_female_Asian_48/mask5.jpg,108,153,263,342
/opt/ml/input/data/train/images/001668_female_Asian_48/incorrect_mask.jpg,115,170,263,345
/opt/ml/input/data/train/images/001668_female_Asian_48/mask3.jpg,104,149,262,349
/opt/ml/input/data/train/images/001668_female_Asian_48/mask2.jpg,107,153,261,338
/opt/ml/input/data/train/images/001669_male_Asian_52/mask1.jpg,108,136,280,364
/opt/ml/input/data/train/images/001669_male_Asian_52/mask4.jpg,120,137,284,358
/opt/ml/input/data/train/images/001669_male_Asian_52/normal.jpg,107,159,261,372
/opt/ml/input/data/train/images/001669_male_Asian_52/mask5.jpg,105,135,270,357
/opt/ml/input/data/train/images/001669_male_Asian_52/incorrect_mask.jpg,107,121,268,336
/opt/ml/input/data/train/images/001669_male_Asian_52/mask3.jpg,111,130,279,358
/opt/ml/input/data/train/images/001669_male_Asian_52/mask2.jpg,112,161,270,370
/opt/ml/input/data/train/images/001700_male_Asian_33/mask1.jpg,121,146,275,352
/opt/ml/input/data/train/images/001700_male_Asian_33/mask4.jpg,103,135,269,354
/opt/ml/input/data/train/images/001700_male_Asian_33/normal.jpg,116,155,273,353
/opt/ml/input/data/train/images/001700_male_Asian_33/mask5.jpg,116,151,283,350
/opt/ml/input/data/train/images/001700_male_Asian_33/incorrect_mask.jpg,121,154,270,346
/opt/ml/input/data/train/images/001700_male_Asian_33/mask3.jpg,108,152,267,353
/opt/ml/input/data/train/images/001700_male_Asian_33/mask2.jpg,121,145,277,346
/opt/ml/input/data/train/images/001702_female_Asian_24/mask1.jpg,94,145,279,388
/opt/ml/input/data/train/images/001702_female_Asian_24/mask4.jpg,100,124,289,385
/opt/ml/input/data/train/images/001702_female_Asian_24/normal.jpg,107,103,268,309
/opt/ml/input/data/train/images/001702_female_Asian_24/mask5.jpg,83,145,276,371
/opt/ml/input/data/train/images/001702_female_Asian_24/incorrect_mask.jpg,95,106,278,358
/opt/ml/input/data/train/images/001702_female_Asian_24/mask3.jpg,88,101,266,367
/opt/ml/input/data/train/images/001702_female_Asian_24/mask2.jpg,91,109,277,363
/opt/ml/input/data/train/images/001703_male_Asian_49/mask1.jpg,102,160,272,388
/opt/ml/input/data/train/images/001703_male_Asian_49/mask4.jpg,96,149,272,368
/opt/ml/input/data/train/images/001703_male_Asian_49/normal.jpg,96,162,264,408
/opt/ml/input/data/train/images/001703_male_Asian_49/mask5.jpg,107,142,285,369
/opt/ml/input/data/train/images/001703_male_Asian_49/incorrect_mask.jpg,113,157,279,393
/opt/ml/input/data/train/images/001703_male_Asian_49/mask3.jpg,108,153,277,381
/opt/ml/input/data/train/images/001703_male_Asian_49/mask2.jpg,94,141,274,378
/opt/ml/input/data/train/images/001704_male_Asian_51/mask1.jpg,106,152,277,375
/opt/ml/input/data/train/images/001704_male_Asian_51/mask4.jpg,105,126,276,350
/opt/ml/input/data/train/images/001704_male_Asian_51/normal.jpg,104,132,273,360
/opt/ml/input/data/train/images/001704_male_Asian_51/mask5.jpg,112,153,281,377
/opt/ml/input/data/train/images/001704_male_Asian_51/incorrect_mask.jpg,103,139,268,347
/opt/ml/input/data/train/images/001704_male_Asian_51/mask3.jpg,112,147,283,383
/opt/ml/input/data/train/images/001704_male_Asian_51/mask2.jpg,111,133,284,371
/opt/ml/input/data/train/images/001705_male_Asian_37/mask1.jpg,94,134,292,383
/opt/ml/input/data/train/images/001705_male_Asian_37/mask4.jpg,98,142,293,413
/opt/ml/input/data/train/images/001705_male_Asian_37/normal.jpg,104,119,282,370
/opt/ml/input/data/train/images/001705_male_Asian_37/mask5.jpg,94,136,297,397
/opt/ml/input/data/train/images/001705_male_Asian_37/incorrect_mask.jpg,89,139,269,385
/opt/ml/input/data/train/images/001705_male_Asian_37/mask3.jpg,86,114,278,392
/opt/ml/input/data/train/images/001705_male_Asian_37/mask2.jpg,89,138,279,405
/opt/ml/input/data/train/images/001707_female_Asian_56/mask1.jpg,118,162,269,363
/opt/ml/input/data/train/images/001707_female_Asian_56/mask4.jpg,114,159,263,349
/opt/ml/input/data/train/images/001707_female_Asian_56/normal.jpg,116,159,265,363
/opt/ml/input/data/train/images/001707_female_Asian_56/mask5.jpg,108,162,256,353
/opt/ml/input/data/train/images/001707_female_Asian_56/incorrect_mask.jpg,117,166,263,373
/opt/ml/input/data/train/images/001707_female_Asian_56/mask3.jpg,101,157,260,353
/opt/ml/input/data/train/images/001707_female_Asian_56/mask2.jpg,109,156,262,354
/opt/ml/input/data/train/images/001708_female_Asian_55/mask1.jpg,117,154,273,355
/opt/ml/input/data/train/images/001708_female_Asian_55/mask4.jpg,114,163,265,370
/opt/ml/input/data/train/images/001708_female_Asian_55/normal.jpg,117,158,270,363
/opt/ml/input/data/train/images/001708_female_Asian_55/mask5.jpg,125,162,270,374
/opt/ml/input/data/train/images/001708_female_Asian_55/incorrect_mask.jpg,119,161,276,372
/opt/ml/input/data/train/images/001708_female_Asian_55/mask3.jpg,120,168,273,376
/opt/ml/input/data/train/images/001708_female_Asian_55/mask2.jpg,119,154,271,362
/opt/ml/input/data/train/images/001709_female_Asian_46/mask1.jpg,103,125,271,346
/opt/ml/input/data/train/images/001709_female_Asian_46/mask4.jpg,100,122,270,348
/opt/ml/input/data/train/images/001709_female_Asian_46/normal.jpg,108,138,277,366
/opt/ml/input/data/train/images/001709_female_Asian_46/mask5.jpg,102,141,263,364
/opt/ml/input/data/train/images/001709_female_Asian_46/incorrect_mask.jpg,114,130,277,350
